0;0;0;0;land;false;unknown;0
1;236;190;212;land;false;plains;1
2;216;246;168;land;false;plains;1
3;121;236;161;land;true;jungle;1
4;185;149;202;land;false;plains;1
5;68;251;228;land;false;desert;1
6;91;236;194;land;true;plains;1
7;149;199;191;land;false;plains;1
8;210;198;243;land;false;forest;1
9;89;242;171;land;false;desert;1
10;214;241;112;land;false;desert;1
11;217;215;234;land;true;plains;1
12;185;155;249;land;false;hills;1
13;143;232;212;land;true;desert;1
14;200;228;119;land;false;mountain;1
15;235;233;76;land;false;mountain;1
16;204;224;85;land;false;desert;1
17;136;239;253;land;true;mountain;1
18;202;250;237;land;false;plains;1
19;252;194;75;land;true;jungle;1
20;181;196;171;land;false;plains;1
21;155;180;243;land;false;jungle;1
22;208;239;107;land;true;marsh;1
23;222;83;246;land;false;mountain;1
24;235;100;228;land;true;plains;1
25;246;187;204;land;false;jungle;1
26;235;167;132;land;false;jungle;1
27;85;241;204;land;false;plains;1
28;206;63;239;land;false;desert;1
29;194;245;210;land;true;desert;1
30;138;142;224;land;false;marsh;1
31;233;121;180;land;false;hills;1
32;201;128;185;land;false;plains;1
33;245;226;201;land;false;plains;1
34;90;226;252;land;false;plains;1
35;153;251;192;land;false;desert;1
36;251;219;173;land;true;desert;1
37;165;201;254;land;false;mountain;1
38;234;122;218;land;false;marsh;1
39;235;193;198;land;false;desert;1
40;147;253;159;land;false;plains;1
41;245;156;186;land;false;plains;1
42;156;187;186;land;false;desert;1
43;142;118;246;land;false;plains;1
44;248;96;197;land;false;desert;1
45;192;133;227;land;false;desert;1
46;230;235;102;land;true;hills;1
47;189;223;123;land;false;plains;1
48;230;200;102;land;true;marsh;1
49;204;178;226;land;true;plains;1
50;222;174;109;land;false;jungle;1
51;244;186;247;land;true;plains;1
52;239;193;80;land;false;hills;1
53;227;211;119;land;false;desert;1
54;190;99;227;land;false;desert;1
55;192;195;137;land;false;desert;1
56;217;107;188;land;false;forest;1
57;216;249;73;land;false;plains;1
58;132;235;169;land;false;desert;1
59;231;132;205;land;true;marsh;1
60;224;159;134;land;true;plains;1
61;196;160;215;land;false;desert;1
62;226;123;233;land;false;plains;1
63;128;196;213;land;false;plains;1
64;126;212;252;land;false;jungle;1
65;238;211;91;land;false;desert;1
66;94;213;210;land;false;desert;1
67;227;157;120;land;false;forest;1
68;161;207;149;land;false;plains;1
69;242;197;164;land;false;plains;1
70;239;163;197;land;false;mountain;1
71;127;227;184;land;false;mountain;1
72;197;203;223;land;false;plains;1
73;78;246;198;land;false;desert;1
74;240;235;142;land;false;plains;1
75;227;210;130;land;false;jungle;1
76;220;203;200;land;true;mountain;1
77;177;157;243;land;false;hills;1
78;252;249;179;land;true;desert;1
79;248;230;82;land;false;hills;1
80;241;188;230;land;false;jungle;1
81;136;218;231;land;false;forest;1
82;229;204;124;land;true;jungle;1
83;190;201;140;land;false;plains;1
84;155;148;242;land;false;plains;1
85;156;100;250;land;false;mountain;1
86;204;232;125;land;false;desert;1
87;248;233;226;land;false;plains;1
88;228;173;179;land;false;hills;1
89;218;209;152;land;true;plains;1
90;228;161;195;land;false;plains;1
91;188;245;162;land;false;mountain;1
92;120;248;221;land;false;plains;1
93;239;238;33;land;false;mountain;1
94;214;187;199;land;false;desert;1
95;246;84;243;land;false;hills;1
96;201;219;140;land;true;plains;1
97;124;222;253;land;true;desert;1
98;211;207;204;land;false;mountain;1
99;142;243;133;land;false;desert;1
100;216;106;229;land;false;mountain;1
101;188;242;103;land;false;plains;1
102;233;168;201;land;false;jungle;1
103;251;58;249;land;false;desert;1
104;248;184;125;land;false;plains;1
105;211;85;225;land;false;mountain;1
106;252;236;233;land;false;mountain;1
107;219;190;192;land;false;plains;1
108;190;248;185;land;false;mountain;1
109;235;194;200;land;false;desert;1
110;149;253;113;land;false;mountain;1
111;244;241;151;land;false;hills;1
112;135;238;237;land;false;desert;1
113;116;206;254;land;false;hills;1
114;163;250;92;land;false;marsh;1
115;250;227;190;land;false;plains;1
116;214;99;236;land;false;hills;1
117;206;240;154;land;true;plains;1
118;154;251;164;land;false;plains;1
119;121;248;249;land;false;plains;1
120;172;172;189;land;false;mountain;1
121;193;180;167;land;true;jungle;1
122;239;172;223;land;false;plains;1
123;198;244;209;land;false;plains;1
124;207;173;213;land;true;marsh;1
125;173;114;240;land;false;plains;1
126;202;252;183;land;false;hills;1
127;229;179;232;land;false;mountain;1
128;223;90;219;land;true;mountain;1
129;233;175;106;land;false;plains;1
130;176;219;196;land;false;desert;1
131;184;196;150;land;true;marsh;1
132;126;253;247;land;true;marsh;1
133;146;217;237;land;false;plains;1
134;207;219;238;land;false;mountain;1
135;169;218;137;land;true;desert;1
136;222;249;234;land;false;plains;1
137;213;77;212;land;false;mountain;1
138;223;54;246;land;false;mountain;1
139;198;206;215;land;false;hills;1
140;83;236;250;land;true;plains;1
141;174;161;236;land;false;desert;1
142;206;185;177;land;false;plains;1
143;244;223;127;land;true;mountain;1
144;192;197;209;land;false;plains;1
145;248;194;190;land;false;plains;1
146;220;166;157;land;true;mountain;1
147;148;215;142;land;false;mountain;1
148;154;219;140;land;false;plains;1
149;239;192;179;land;true;mountain;1
150;234;46;240;land;false;desert;1
151;136;230;250;land;true;plains;1
152;247;238;174;land;false;plains;1
153;217;185;173;land;false;plains;1
154;112;214;233;land;false;mountain;1
155;216;236;81;land;false;forest;1
156;193;161;164;land;false;plains;1
157;155;218;242;land;false;plains;1
158;197;241;203;land;false;mountain;1
159;139;173;214;land;false;mountain;1
160;233;181;135;land;false;desert;1
161;234;140;137;land;false;desert;1
162;216;233;190;land;false;marsh;1
163;123;224;253;land;false;plains;1
164;184;224;156;land;false;plains;1
165;91;210;220;land;false;jungle;1
166;137;184;244;land;false;desert;1
167;186;231;192;land;false;plains;1
168;234;243;184;land;false;plains;1
169;105;231;234;land;true;plains;1
170;134;248;135;land;true;mountain;1
171;115;236;151;land;false;hills;1
172;137;247;153;land;false;desert;1
173;235;230;144;land;false;plains;1
174;62;229;233;land;false;plains;1
175;206;156;193;land;false;plains;1
176;248;45;217;land;false;hills;1
177;245;34;234;land;false;plains;1
178;186;245;165;land;true;plains;1
179;244;162;117;land;false;mountain;1
180;184;186;213;land;false;desert;1
181;244;247;87;land;false;plains;1
182;175;243;164;land;false;plains;1
183;150;183;196;land;true;desert;1
184;199;234;79;land;false;plains;1
185;90;204;211;land;false;plains;1
186;156;227;181;land;false;mountain;1
187;191;176;167;land;false;plains;1
188;207;62;249;land;false;mountain;1
189;194;64;251;land;false;hills;1
190;208;137;174;land;true;plains;1
191;220;245;229;land;false;desert;1
